CVE,target_repo,target_tag,TOOL,TP/FP
CVE-2023-1428,grpc@@grpc-java,v1.30.0,AntMan,FP
CVE-2023-1428,grpc@@grpc-java,v1.52.0,"VUDDY, MVP, AntMan",TP
CVE-2023-1428,grpc@@grpc-java,v1.32.0,"VUDDY, AntMan",TP
CVE-2023-1428,grpc@@grpc-java,v1.59.1,"VUDDY, MVP, AntMan",TP
CVE-2023-1428,grpc@@grpc-java,v1.36.1,AntMan,TP
CVE-2023-1428,grpc@@grpc-java,v1.63.0,VUDDY,FP
CVE-2023-1428,grpc@@grpc-java,v1.39.0,"VUDDY, AntMan",TP
CVE-2023-1428,grpc@@grpc-java,v1.47.0,"VUDDY, AntMan",TP
CVE-2023-1428,grpc@@grpc-java,v1.57.0,AntMan,TP
CVE-2023-1428,grpc@@grpc-java,v1.34.1,"VUDDY, MVP, AntMan",TP
CVE-2023-1428,grpc@@grpc-java,v1.57.0,MVP,FP
CVE-2023-1428,grpc@@grpc-java,v1.50.3,"MVP, AntMan",TP
CVE-2023-1428,grpc@@grpc-java,v1.49.1,"MVP, AntMan",TP
CVE-2023-1428,grpc@@grpc-java,v1.42.0,"VUDDY, AntMan",TP
CVE-2023-1428,grpc@@grpc-java,v1.49.1,MVP,FP
CVE-2023-1428,grpc@@grpc-java,v1.30.0,VUDDY,TP
CVE-2023-1428,grpc@@grpc-java,v1.44.1,"VUDDY, MVP",TP
CVE-2023-1664,keycloak@@keycloak,12.0.0,AntMan,TP
CVE-2023-1664,keycloak@@keycloak,8.0.2,"MVP, AntMan",TP
CVE-2023-1664,keycloak@@keycloak,20.0.3,"VUDDY, AntMan",TP
CVE-2023-1664,keycloak@@keycloak,17.0.0,AntMan,TP
CVE-2023-1664,keycloak@@keycloak,11.0.1,AntMan,TP
CVE-2023-1664,keycloak@@keycloak,22.0.2,MVP,FP
CVE-2023-1664,keycloak@@keycloak,19.0.3,"MVP, AntMan",TP
CVE-2023-1664,keycloak@@keycloak,13.0.0,"MVP, AntMan",TP
CVE-2023-1664,keycloak@@keycloak,21.1.0,"VUDDY, MVP, AntMan",TP
CVE-2023-1664,keycloak@@keycloak,10.0.1,"MVP, AntMan",TP
CVE-2023-1664,keycloak@@keycloak,15.1.0,"VUDDY, AntMan",TP
CVE-2023-1664,keycloak@@keycloak,15.0.1,,TP
CVE-2023-1664,keycloak@@keycloak,18.0.1,,TP
CVE-2023-20862,spring-projects@@spring-security,6.1.1,AntMan,FP
CVE-2023-20862,spring-projects@@spring-security,5.4.0,MVP,FP
CVE-2023-20862,spring-projects@@spring-security,5.5.0-M2,MVP,FP
CVE-2023-20862,spring-projects@@spring-security,6.3.0-M1,MVP,FP
CVE-2023-20862,spring-projects@@spring-security,6.0.2,"MVP, AntMan",TP
CVE-2023-20862,spring-projects@@spring-security,5.7.5,AntMan,TP
CVE-2023-23612,opensearch-project@@OpenSearch,2.17.0,AntMan,FP
CVE-2023-23612,crate@@crate,4.8.3,"VUDDY, AntMan",FP
CVE-2023-23612,orientechnologies@@orientdb,3.2.33,"VUDDY, AntMan",FP
CVE-2023-23612,apache@@beam,v2.29.0,"VUDDY, AntMan",FP
CVE-2023-23612,opensearch-project@@OpenSearch,1.2.4,AntMan,TP
CVE-2023-23612,apache@@beam,v2.23.0-RC1,"VUDDY, AntMan",FP
CVE-2023-23612,AutoMQ@@automq,kafka-connect-1.0.0,"VUDDY, AntMan",FP
CVE-2023-23612,crate@@crate,5.9.5,"VUDDY, AntMan",FP
CVE-2023-23612,elastic@@elasticsearch,v7.9.0,"VUDDY, AntMan",FP
CVE-2023-23612,elastic@@elasticsearch,v7.17.24,"VUDDY, MVP, AntMan",FP
CVE-2023-23612,elastic@@elasticsearch,v7.5.2,"VUDDY, MVP, AntMan",FP
CVE-2023-23612,opensearch-project@@OpenSearch,2.8.0,"VUDDY, AntMan",FP
CVE-2023-23612,apache@@flink,release-1.15.4-rc1,"VUDDY, AntMan",FP
CVE-2023-23612,apache@@kafka,2.5.0-rc0,"VUDDY, AntMan",FP
CVE-2023-23612,apache@@beam,v2.33.0-RC1,"VUDDY, AntMan",FP
CVE-2023-23612,opensearch-project@@OpenSearch,2.6.0,"MVP, AntMan",FP
CVE-2023-23612,opensearch-project@@OpenSearch,2.4.0,"MVP, AntMan",TP
CVE-2023-23612,elastic@@elasticsearch,v7.17.2,VUDDY,FP
CVE-2023-23612,crate@@crate,5.2.4,"VUDDY, MVP",FP
CVE-2023-23612,opensearch-project@@OpenSearch,2.0.0-rc1,MVP,FP
CVE-2023-23612,apache@@pulsar,v2.6.2-candidate-1,VUDDY,FP
CVE-2023-23612,apache@@flink,release-1.13.0-rc0,"VUDDY, MVP",FP
CVE-2023-23612,apache@@kafka,3.7.1-rc1,"VUDDY, MVP",FP
CVE-2023-23612,crate@@crate,5.3.3,"VUDDY, MVP",FP
CVE-2023-23612,apache@@beam,v2.48.0,VUDDY,FP
CVE-2023-23612,opensearch-project@@OpenSearch,2.2.0,AntMan,TP
CVE-2023-23612,elastic@@elasticsearch,v8.12.2,"VUDDY, MVP",FP
CVE-2023-23612,apache@@flink,release-1.12.5-rc2,"VUDDY, MVP",FP
CVE-2023-23612,crate@@crate,5.1.2,"VUDDY, MVP",FP
CVE-2023-23612,opensearch-project@@OpenSearch,2.12.0,"VUDDY, MVP",FP
CVE-2023-23612,line@@armeria,armeria-1.31.0,"VUDDY, MVP",FP
CVE-2023-23612,AutoMQ@@automq,1.0.0-rc7,"VUDDY, MVP",FP
CVE-2023-23612,apache@@kafka,3.1.0-rc0,"VUDDY, MVP",FP
CVE-2023-23612,apache@@beam,sdks_v2.52.0-RC1,VUDDY,FP
CVE-2023-23612,apache@@kafka,3.3.2-rc0,VUDDY,FP
CVE-2023-23612,opensearch-project@@OpenSearch,1.2.4,VUDDY,FP
CVE-2023-23612,elastic@@elasticsearch,v8.9.1,"VUDDY, MVP",FP
CVE-2023-23612,opensearch-project@@OpenSearch,2.0.0-rc1,"VUDDY, MVP",FP
CVE-2023-23612,elastic@@elasticsearch,v7.16.2,VUDDY,FP
CVE-2023-23612,apache@@pulsar,v2.7.5-candidate-2,"VUDDY, MVP",FP
CVE-2023-23612,crate@@crate,5.2.10,VUDDY,FP
CVE-2023-23612,crate@@crate,4.6.7,VUDDY,FP
CVE-2023-23612,crate@@crate,4.4.1,VUDDY,FP
CVE-2023-23612,apache@@flink,release-1.15.0-rc0,VUDDY,FP
CVE-2023-23612,apache@@kafka,2.7.0-rc0,"VUDDY, MVP",FP
CVE-2023-23612,elastic@@elasticsearch,v7.13.2,VUDDY,FP
CVE-2023-23612,apache@@flink,release-1.14.6-rc1,VUDDY,FP
CVE-2023-23612,opensearch-project@@OpenSearch,2.2.0,VUDDY,FP
CVE-2023-23612,elastic@@elasticsearch,v6.8.9,VUDDY,FP
CVE-2023-23612,apache@@kafka,3.2.1-rc2,"VUDDY, MVP",FP
CVE-2023-23612,apache@@beam,v2.25.0-RC1,VUDDY,FP
CVE-2023-23612,crate@@crate,5.8.2,VUDDY,FP
CVE-2023-23612,apache@@kafka,3.7.0-rc0,"VUDDY, MVP",FP
CVE-2023-23612,orientechnologies@@orientdb,3.2.26,"VUDDY, MVP",FP
CVE-2023-23612,opensearch-project@@OpenSearch,1.3.17,VUDDY,FP
CVE-2023-23612,crate@@crate,5.6.5,VUDDY,FP
CVE-2023-23612,apache@@kafka,2.6.0-rc0,VUDDY,FP
CVE-2023-23612,crate@@crate,4.5.2,VUDDY,FP
CVE-2023-23612,elastic@@elasticsearch,v8.3.1,"VUDDY, MVP",FP
CVE-2023-23612,apache@@pulsar,v2.7.5-candidate-1,"VUDDY, MVP",FP
CVE-2023-23612,apache@@kafka,3.9.0-rc0,VUDDY,FP
CVE-2023-23612,neo4j@@neo4j,5.26.0,VUDDY,FP
CVE-2023-23612,elastic@@elasticsearch,v7.17.15,VUDDY,FP
CVE-2023-23612,elastic@@elasticsearch,v6.8.15,"VUDDY, MVP",FP
CVE-2023-23612,apache@@kafka,3.6.0-rc0,VUDDY,FP
CVE-2023-23612,opensearch-project@@OpenSearch,1.3.13,VUDDY,FP
CVE-2023-23612,apache@@kafka,3.4.1-rc0,VUDDY,FP
CVE-2023-23612,apache@@beam,jupyterlab-sidepanel-v3.0.0,VUDDY,FP
CVE-2023-23612,apache@@flink,release-1.19.0-rc1,VUDDY,FP
CVE-2023-23612,AutoMQ@@automq,1.3.0-rc2,"VUDDY, MVP",FP
CVE-2023-23612,AutoMQ@@automq,0.6.6,VUDDY,FP
CVE-2023-23612,opensearch-project@@OpenSearch,1.0.0-alpha1,"VUDDY, MVP",FP
CVE-2023-23612,crate@@crate,4.6.4,VUDDY,FP
CVE-2023-23612,line@@armeria,armeria-1.29.0,VUDDY,FP
CVE-2023-23612,elastic@@elasticsearch,v7.17.7,VUDDY,FP
CVE-2023-23612,orientechnologies@@orientdb,3.2.23,VUDDY,FP
CVE-2023-23612,opensearch-project@@OpenSearch,2.4.0,VUDDY,FP
CVE-2023-23612,neo4j@@neo4j,5.1.0,VUDDY,FP
CVE-2023-23612,apache@@flink,release-1.18.0-rc0,VUDDY,FP
CVE-2023-23612,crate@@crate,5.5.3,VUDDY,FP
CVE-2023-23612,AutoMQ@@automq,1.1.2-rc1,VUDDY,FP
CVE-2023-23612,opensearch-project@@OpenSearch,2.17.0,VUDDY,FP
CVE-2023-23612,opensearch-project@@OpenSearch,2.6.0,VUDDY,FP
CVE-2023-23612,apache@@kafka,2.6.2-rc0,VUDDY,FP
CVE-2023-23612,apache@@pulsar,v2.5.1-candidate-1,"VUDDY, MVP",FP
CVE-2023-23612,orientechnologies@@orientdb,3.2.20,"VUDDY, MVP",FP
CVE-2023-23612,opensearch-project@@OpenSearch,1.1.0,AntMan,TP
CVE-2023-23612,crate@@crate,4.7.2,VUDDY,FP
CVE-2023-23612,trinodb@@trino,newest,VUDDY,FP
CVE-2023-23612,orientechnologies@@orientdb,3.2.30,VUDDY,FP
CVE-2023-23612,xpipe-io@@xpipe,1.5.0,VUDDY,FP
CVE-2023-23612,apache@@kafka,3.1.1-rc0,VUDDY,FP
CVE-2023-23612,elastic@@elasticsearch,v8.6.1,"VUDDY, MVP",FP
CVE-2023-23612,elastic@@elasticsearch,v7.10.1,"VUDDY, MVP",FP
CVE-2023-23612,apache@@kafka,3.0.0-rc0,"VUDDY, MVP",FP
CVE-2023-23612,elastic@@elasticsearch,v8.17.0,VUDDY,FP
CVE-2023-23612,opensearch-project@@OpenSearch,1.1.0,"VUDDY, MVP",FP
CVE-2023-23612,elastic@@elasticsearch,v8.7.1,VUDDY,FP
CVE-2023-23612,elastic@@elasticsearch,v8.14.0,VUDDY,FP
CVE-2023-23612,apache@@flink,release-1.20.0-rc0,"VUDDY, MVP",FP
CVE-2023-23612,apache@@beam,v2.20.0-RC1,VUDDY,FP
CVE-2023-23612,elastic@@elasticsearch,v7.14.2,VUDDY,FP
CVE-2023-23612,crate@@crate,4.3.1,VUDDY,FP
CVE-2023-23613,opensearch-project@@OpenSearch,2.2.0,"MVP, AntMan",TP
CVE-2023-23613,opensearch-project@@OpenSearch,2.4.0,AntMan,TP
CVE-2023-23613,opensearch-project@@OpenSearch,2.0.0-rc1,MVP,FP
CVE-2023-23613,opensearch-project@@OpenSearch,1.1.0,AntMan,TP
CVE-2023-23613,opensearch-project@@OpenSearch,1.2.4,AntMan,TP
CVE-2023-23613,opensearch-project@@OpenSearch,2.12.0,MVP,FP
CVE-2023-23933,JetBrains@@intellij-community,pycharm_233.13135.26,"VUDDY, AntMan",FP
CVE-2023-23933,JetBrains@@intellij-community,pycharm_222.3739.30,"VUDDY, MVP, AntMan",FP
CVE-2023-23933,elastic@@elasticsearch,v7.17.24,"VUDDY, AntMan",FP
CVE-2023-23933,crate@@crate,5.6.5,"VUDDY, AntMan",FP
CVE-2023-23933,JetBrains@@intellij-community,idea_201.7223.18,"VUDDY, AntMan",FP
CVE-2023-23933,crate@@crate,5.3.3,"VUDDY, AntMan",FP
CVE-2023-23933,elastic@@elasticsearch,v7.17.15,"VUDDY, AntMan",FP
CVE-2023-23933,opensearch-project@@OpenSearch,2.4.0,"VUDDY, AntMan",FP
CVE-2023-23933,elastic@@elasticsearch,v6.8.15,"VUDDY, AntMan",FP
CVE-2023-23933,xiaojieonly@@Ehviewer_CN_SXJ,1.9.4.9,"VUDDY, MVP",FP
CVE-2023-23933,xiaojieonly@@Ehviewer_CN_SXJ,1.9.4.4,"VUDDY, MVP",FP
CVE-2023-23933,elastic@@elasticsearch,v8.17.0,"VUDDY, MVP",FP
CVE-2023-23933,crate@@crate,4.6.4,VUDDY,FP
CVE-2023-23933,xiaojieonly@@Ehviewer_CN_SXJ,1.9.8.7,"VUDDY, MVP",FP
CVE-2023-23933,elastic@@elasticsearch,v7.16.2,"VUDDY, MVP",FP
CVE-2023-23933,JetBrains@@intellij-community,pycharm_241.18034.82,VUDDY,FP
CVE-2023-23933,xiaojieonly@@Ehviewer_CN_SXJ,1.8.0.2,VUDDY,FP
CVE-2023-23933,crate@@crate,4.5.2,VUDDY,FP
CVE-2023-23933,crate@@crate,5.5.3,"VUDDY, MVP",FP
CVE-2023-23933,JetBrains@@intellij-community,idea_201.8743.12,VUDDY,FP
CVE-2023-23933,crate@@crate,4.8.3,VUDDY,FP
CVE-2023-23933,crate@@crate,5.1.2,"VUDDY, MVP",FP
CVE-2023-23933,opensearch-project@@OpenSearch,1.2.4,VUDDY,FP
CVE-2023-23933,elastic@@elasticsearch,v7.10.1,"VUDDY, MVP",FP
CVE-2023-23933,opensearch-project@@OpenSearch,1.3.17,VUDDY,FP
CVE-2023-23933,apache@@linkis,1.3.0-rc1,VUDDY,FP
CVE-2023-23933,xiaojieonly@@Ehviewer_CN_SXJ,1.7.9.2,VUDDY,FP
CVE-2023-23933,elastic@@elasticsearch,v8.7.1,VUDDY,FP
CVE-2023-23933,JetBrains@@intellij-community,pycharm_221.5591.37,VUDDY,FP
CVE-2023-23933,opensearch-project@@OpenSearch,2.0.0-rc1,VUDDY,FP
CVE-2023-23933,xiaojieonly@@Ehviewer_CN_SXJ,1.9.2.0,"VUDDY, MVP",FP
CVE-2023-23933,xiaojieonly@@Ehviewer_CN_SXJ,1.9.1.1,VUDDY,FP
CVE-2023-23933,JetBrains@@intellij-community,idea_213.5449.25,"VUDDY, MVP",FP
CVE-2023-23933,crate@@crate,4.6.7,VUDDY,FP
CVE-2023-23933,xiaojieonly@@Ehviewer_CN_SXJ,1.7.6.10,VUDDY,FP
CVE-2023-23933,xuexiangjys@@XUI,1.1.6,VUDDY,FP
CVE-2023-23933,opensearch-project@@OpenSearch,2.2.0,VUDDY,FP
CVE-2023-23933,xiaojieonly@@Ehviewer_CN_SXJ,1.9.6.6,VUDDY,FP
CVE-2023-23933,xiaojieonly@@Ehviewer_CN_SXJ,1.8.8.0,VUDDY,FP
CVE-2023-23933,crate@@crate,4.0.11,VUDDY,FP
CVE-2023-23933,elastic@@elasticsearch,v7.5.2,VUDDY,FP
CVE-2023-23933,elastic@@elasticsearch,v8.14.0,VUDDY,FP
CVE-2023-23933,JetBrains@@intellij-community,idea_241.14494.158,VUDDY,FP
CVE-2023-23933,crate@@crate,4.2.2,"VUDDY, MVP",FP
CVE-2023-23933,crate@@crate,5.8.2,VUDDY,FP
CVE-2023-23933,elastic@@elasticsearch,v7.13.2,VUDDY,FP
CVE-2023-23933,JetBrains@@intellij-community,idea_242.23726.16,VUDDY,FP
CVE-2023-23933,elastic@@elasticsearch,v7.14.2,"VUDDY, MVP",FP
CVE-2023-23933,xuexiangjys@@XUI,1.1.4,VUDDY,FP
CVE-2023-23933,elastic@@elasticsearch,v8.6.1,"VUDDY, MVP",FP
CVE-2023-23933,JetBrains@@intellij-community,idea_193.6015.22,"VUDDY, MVP",FP
CVE-2023-23933,langchain4j@@langchain4j,0.23.0,VUDDY,FP
CVE-2023-23933,elastic@@elasticsearch,v8.9.1,VUDDY,FP
CVE-2023-23933,xiaojieonly@@Ehviewer_CN_SXJ,1.9.8.1,"VUDDY, MVP",FP
CVE-2023-23933,JetBrains@@intellij-community,pycharm_231.7515.12,VUDDY,FP
CVE-2023-23933,elastic@@elasticsearch,v7.9.0,VUDDY,FP
CVE-2023-23933,opensearch-project@@OpenSearch,2.8.0,VUDDY,FP
CVE-2023-23933,crate@@crate,5.2.10,VUDDY,FP
CVE-2023-23933,JetBrains@@intellij-community,idea_203.7148.57,VUDDY,FP
CVE-2023-23933,elastic@@elasticsearch,v7.17.2,"VUDDY, MVP",FP
CVE-2023-23933,JetBrains@@intellij-community,idea_212.4746.92,VUDDY,FP
CVE-2023-23933,langchain4j@@langchain4j,0.31.0,"VUDDY, MVP",FP
CVE-2023-23933,opensearch-project@@OpenSearch,1.1.0,VUDDY,FP
CVE-2023-23933,langchain4j@@langchain4j,0.34.0,VUDDY,FP
CVE-2023-23933,elastic@@elasticsearch,v7.17.7,VUDDY,FP
CVE-2023-23933,elastic@@elasticsearch,v8.3.1,VUDDY,FP
CVE-2023-23933,crate@@crate,5.2.4,VUDDY,FP
CVE-2023-23933,crate@@crate,5.9.5,"VUDDY, MVP",FP
CVE-2023-23933,opensearch-project@@OpenSearch,1.0.0-alpha1,VUDDY,FP
CVE-2023-23933,xiaojieonly@@Ehviewer_CN_SXJ,1.8.11.3,VUDDY,FP
CVE-2023-23933,crate@@crate,4.7.2,VUDDY,FP
CVE-2023-23933,langchain4j@@langchain4j,0.26.0,"VUDDY, MVP",FP
CVE-2023-23933,crate@@crate,4.4.1,VUDDY,FP
CVE-2023-23933,xuexiangjys@@XUI,1.1.7,"VUDDY, MVP",FP
CVE-2023-23933,opensearch-project@@OpenSearch,2.17.0,VUDDY,FP
CVE-2023-23933,elastic@@elasticsearch,v8.12.2,VUDDY,FP
CVE-2023-23933,opensearch-project@@OpenSearch,2.12.0,"VUDDY, MVP",FP
CVE-2023-23933,xuexiangjys@@XUI,1.2.0,VUDDY,FP
CVE-2023-23933,xiaojieonly@@Ehviewer_CN_SXJ,1.9.5.6,VUDDY,FP
CVE-2023-23933,xuexiangjys@@XUI,1.1.9,VUDDY,FP
CVE-2023-23933,JetBrains@@intellij-community,idea_223.7571.4,VUDDY,FP
CVE-2023-23933,xiaojieonly@@Ehviewer_CN_SXJ,1.9.7.3,"VUDDY, MVP",FP
CVE-2023-23933,JetBrains@@intellij-community,pycharm_221.3427.93,VUDDY,FP
CVE-2023-23933,JetBrains@@intellij-community,idea_203.8084.24,VUDDY,FP
CVE-2023-23933,apache@@linkis,1.3.2,VUDDY,FP
CVE-2023-23933,JetBrains@@intellij-community,idea_232.9921.28,VUDDY,FP
CVE-2023-23933,crate@@crate,4.1.5,VUDDY,FP
CVE-2023-23933,opensearch-project@@OpenSearch,2.6.0,"VUDDY, MVP",FP
CVE-2023-23933,xuexiangjys@@XUI,1.1.2,VUDDY,FP
CVE-2023-23933,elastic@@elasticsearch,v6.8.9,VUDDY,FP
CVE-2023-23933,JetBrains@@intellij-community,idea_203.5251.39,VUDDY,FP
CVE-2023-23933,opensearch-project@@OpenSearch,1.3.13,VUDDY,FP
CVE-2023-23933,crate@@crate,4.3.1,VUDDY,FP
CVE-2023-23933,JetBrains@@intellij-community,pycharm_232.6734.4,"VUDDY, MVP",FP
CVE-2023-2422,keycloak@@keycloak,22.0.2,AntMan,FP
CVE-2023-2422,keycloak@@keycloak,17.0.0,"MVP, AntMan",TP
CVE-2023-2422,keycloak@@keycloak,13.0.0,"VUDDY, AntMan",TP
CVE-2023-2422,keycloak@@keycloak,19.0.3,"VUDDY, AntMan",TP
CVE-2023-2422,keycloak@@keycloak,20.0.3,"VUDDY, AntMan",TP
CVE-2023-2422,keycloak@@keycloak,10.0.1,"VUDDY, AntMan",TP
CVE-2023-2422,keycloak@@keycloak,8.0.2,"VUDDY, MVP, AntMan",TP
CVE-2023-2422,keycloak@@keycloak,21.1.0,AntMan,TP
CVE-2023-2422,keycloak@@keycloak,11.0.1,"VUDDY, AntMan",TP
CVE-2023-2422,keycloak@@keycloak,12.0.0,AntMan,TP
CVE-2023-2422,keycloak@@keycloak,15.0.1,"VUDDY, MVP, AntMan",TP
CVE-2023-2422,keycloak@@keycloak,18.0.1,VUDDY,TP
CVE-2023-2422,keycloak@@keycloak,15.1.0,MVP,TP
CVE-2023-24830,apache@@iotdb,release/0.9.2,MVP,FP
CVE-2023-24830,apache@@iotdb,v0.12.4,MVP,FP
CVE-2023-24830,apache@@iotdb,v0.13.0.1,"VUDDY, AntMan",TP
CVE-2023-24830,apache@@iotdb,v0.14.0-preview3,MVP,FP
CVE-2023-24998,apache@@tomcat,11.0.0-M10,AntMan,FP
CVE-2023-24998,apache@@tomcat,11.0.0-M21,"MVP, AntMan",FP
CVE-2023-24998,apache@@tomcat,10.1.0-M9,"MVP, AntMan",TP
CVE-2023-24998,apache@@tomcat,10.1.0-M18,AntMan,TP
CVE-2023-24998,apache@@tomcat,11.0.0-M2,AntMan,TP
CVE-2023-24998,apache@@tomcat,10.0.1,AntMan,TP
CVE-2023-24998,apache@@tomcat,10.0.6,AntMan,TP
CVE-2023-24998,apache@@tomcat,10.1.0-M15,AntMan,TP
CVE-2023-24998,apache@@tomcat,10.0.0.0-M1,"MVP, AntMan",TP
CVE-2023-24998,apache@@tomcat,10.0.0-M5,"MVP, AntMan",TP
CVE-2023-24998,apache@@tomcat,11.0.0-M17,MVP,FP
CVE-2023-24998,apache@@tomcat,10.1.0-M5,AntMan,TP
CVE-2023-24998,apache@@tomcat,10.0.0-M8,"MVP, AntMan",TP
CVE-2023-24998,apache@@tomcat,11.0.0,MVP,FP
CVE-2023-25194,apache@@kafka,3.0.0-rc0,"VUDDY, MVP, AntMan",TP
CVE-2023-25194,apache@@kafka,3.3.2-rc0,"VUDDY, AntMan",TP
CVE-2023-25194,apache@@kafka,2.6.0-rc0,"MVP, AntMan",TP
CVE-2023-25194,apache@@kafka,3.1.1-rc0,"VUDDY, AntMan",TP
CVE-2023-25194,apache@@kafka,2.5.0-rc0,AntMan,TP
CVE-2023-25194,apache@@kafka,3.2.1-rc2,"VUDDY, MVP, AntMan",TP
CVE-2023-25194,apache@@kafka,2.6.2-rc0,"MVP, AntMan",TP
CVE-2023-25194,apache@@kafka,3.1.0-rc0,AntMan,TP
CVE-2023-25194,apache@@kafka,2.7.0-rc0,"VUDDY, AntMan",TP
CVE-2023-25753,apache@@shenyu,v2.6.0,AntMan,FP
CVE-2023-25753,apache@@shenyu,v2.5.1,"VUDDY, MVP, AntMan",TP
CVE-2023-25826,OpenTSDB@@opentsdb,v2.4.1,AntMan,TP
CVE-2023-25827,OpenTSDB@@opentsdb,v2.4.1,"VUDDY, MVP",TP
CVE-2023-2585,keycloak@@keycloak,13.0.0,"MVP, AntMan",TP
CVE-2023-2585,keycloak@@keycloak,15.1.0,AntMan,TP
CVE-2023-2585,keycloak@@keycloak,15.0.1,AntMan,TP
CVE-2023-2585,keycloak@@keycloak,12.0.0,AntMan,TP
CVE-2023-2585,keycloak@@keycloak,17.0.0,"VUDDY, MVP, AntMan",TP
CVE-2023-2585,keycloak@@keycloak,8.0.2,"MVP, AntMan",TP
CVE-2023-2585,keycloak@@keycloak,19.0.3,"MVP, AntMan",TP
CVE-2023-2585,keycloak@@keycloak,21.1.0,"VUDDY, AntMan",TP
CVE-2023-2585,keycloak@@keycloak,24.0.2,MVP,FP
CVE-2023-2585,keycloak@@keycloak,11.0.1,"MVP, AntMan",TP
CVE-2023-2585,keycloak@@keycloak,24.0.6,MVP,FP
CVE-2023-2585,keycloak@@keycloak,20.0.3,"VUDDY, AntMan",TP
CVE-2023-2585,keycloak@@keycloak,10.0.1,,TP
CVE-2023-2585,keycloak@@keycloak,18.0.1,,TP
CVE-2023-27899,jenkinsci@@jenkins,jenkins-2.375.1,AntMan,TP
CVE-2023-27899,jenkinsci@@jenkins,jenkins-2.249.1,"MVP, AntMan",TP
CVE-2023-27899,jenkinsci@@jenkins,jenkins-2.277.3,"MVP, AntMan",TP
CVE-2023-27899,jenkinsci@@jenkins,2.361.1-rc,AntMan,TP
CVE-2023-27899,jenkinsci@@jenkins,jenkins-2.401.2-rc,MVP,FP
CVE-2023-27899,jenkinsci@@jenkins,jenkins-2.346.1-rc,AntMan,TP
CVE-2023-27899,jenkinsci@@jenkins,jenkins-2.222.4,AntMan,TP
CVE-2023-27899,jenkinsci@@jenkins,jenkins-2.303.3,"MVP, AntMan",TP
CVE-2023-27899,jenkinsci@@jenkins,jenkins-2.375.4,AntMan,TP
CVE-2023-27899,jenkinsci@@jenkins,jenkins-2.263.2,"MVP, AntMan",TP
CVE-2023-27899,jenkinsci@@jenkins,jenkins-2.204.2,,TP
CVE-2023-27899,jenkinsci@@jenkins,jenkins-2.289.3,,TP
CVE-2023-27899,jenkinsci@@jenkins,jenkins-2.414.2,MVP,FP
CVE-2023-27899,jenkinsci@@jenkins,jenkins-2.319.3,,TP
CVE-2023-27903,jenkinsci@@jenkins,jenkins-2.277.3,"VUDDY, MVP, AntMan",TP
CVE-2023-27903,jenkinsci@@jenkins,jenkins-2.303.3,AntMan,TP
CVE-2023-27903,jenkinsci@@jenkins,jenkins-2.319.3,"VUDDY, AntMan",TP
CVE-2023-27903,jenkinsci@@jenkins,jenkins-2.289.3,"VUDDY, MVP, AntMan",TP
CVE-2023-27903,jenkinsci@@jenkins,jenkins-2.375.4,MVP,FP
CVE-2023-27903,jenkinsci@@jenkins,2.361.1-rc,AntMan,TP
CVE-2023-27903,jenkinsci@@jenkins,jenkins-2.249.1,"VUDDY, AntMan",TP
CVE-2023-27903,jenkinsci@@jenkins,jenkins-2.263.2,"VUDDY, AntMan",TP
CVE-2023-27903,jenkinsci@@jenkins,jenkins-2.346.1-rc,"VUDDY, MVP, AntMan",TP
CVE-2023-27903,jenkinsci@@jenkins,jenkins-2.222.4,"VUDDY, AntMan",TP
CVE-2023-27903,jenkinsci@@jenkins,jenkins-2.204.2,"MVP, AntMan",TP
CVE-2023-27903,jenkinsci@@jenkins,jenkins-2.375.1,VUDDY,TP
CVE-2023-28708,apache@@tomcat,10.1.0-M18,AntMan,FP
CVE-2023-28708,apache@@tomcat,10.0.0.0-M1,"VUDDY, AntMan",FP
CVE-2023-28708,apache@@tomcat,11.0.0,AntMan,TP
CVE-2023-28708,apache@@tomcat,10.1.0-M9,MVP,FP
CVE-2023-28708,apache@@tomcat,10.0.6,VUDDY,FP
CVE-2023-28708,apache@@tomcat,10.0.0-M5,VUDDY,FP
CVE-2023-28708,apache@@tomcat,11.0.0-M17,MVP,FP
CVE-2023-28708,apache@@tomcat,10.0.0-M8,MVP,FP
CVE-2023-28708,apache@@tomcat,11.0.0,"MVP, AntMan",TP
CVE-2023-28708,apache@@tomcat,10.1.0-M18,"MVP, AntMan",TP
CVE-2023-28708,apache@@tomcat,11.0.0-M2,"VUDDY, AntMan",TP
CVE-2023-28708,apache@@tomcat,11.0.0-M14,MVP,FP
CVE-2023-28708,apache@@tomcat,11.0.0-M2,MVP,FP
CVE-2023-28708,apache@@tomcat,10.0.0-M8,VUDDY,FP
CVE-2023-28708,apache@@tomcat,10.0.1,VUDDY,FP
CVE-2023-28708,apache@@tomcat,10.1.0-M15,,TP
CVE-2023-28708,apache@@tomcat,10.1.0-M9,VUDDY,TP
CVE-2023-28708,apache@@tomcat,10.1.0-M5,,TP
CVE-2023-28857,apereo@@cas,v6.3.7,AntMan,FP
CVE-2023-28857,apereo@@cas,v6.2.0-RC5,"VUDDY, AntMan",FP
CVE-2023-28857,apereo@@cas,v7.0.0-RC8,MVP,FP
CVE-2023-28857,apereo@@cas,v6.4.0-RC5,VUDDY,FP
CVE-2023-28857,apereo@@cas,v6.1.4,"VUDDY, MVP",FP
