CVE,target_repo,target_tag,TOOL,TP/FP
CVE-2021-33800,alibaba@@druid,1.2.5,"VUDDY, MVP, AntMan",TP
CVE-2021-33800,alibaba@@druid,1.2.0,"VUDDY, MVP",TP
CVE-2021-33813,JetBrains@@intellij-community,pycharm_222.3739.30,AntMan,TP
CVE-2021-33813,JetBrains@@intellij-community,pycharm_231.7515.12,"VUDDY, AntMan",TP
CVE-2021-33813,JetBrains@@intellij-community,pycharm_241.18034.82,"MVP, AntMan",TP
CVE-2021-33813,JetBrains@@intellij-community,pycharm_232.6734.4,"VUDDY, AntMan",TP
CVE-2021-33813,JetBrains@@intellij-community,pycharm_233.13135.26,"VUDDY, MVP, AntMan",TP
CVE-2021-33813,JetBrains@@intellij-community,idea_232.9921.28,"VUDDY, AntMan",TP
CVE-2021-33813,JetBrains@@intellij-community,idea_242.23726.16,"VUDDY, AntMan",TP
CVE-2021-33813,JetBrains@@intellij-community,idea_241.14494.158,"MVP, AntMan",TP
CVE-2021-33813,JetBrains@@intellij-community,idea_223.7571.4,"VUDDY, MVP, AntMan",TP
CVE-2021-34538,apache@@hive,rel_release-4.0.0-alpha-2,"VUDDY, MVP, AntMan",TP
CVE-2021-34538,apache@@hive,rel_release-4.0.0,"VUDDY, AntMan",TP
CVE-2021-34538,apache@@hive,rel/release-4.0.0,MVP,FP
CVE-2021-34538,apache@@hive,release-3.1.3-rc0,MVP,FP
CVE-2021-34538,apache@@hive,storage-release-2.7.3-rc0,"VUDDY, AntMan",TP
CVE-2021-34538,apache@@hive,rel_release-4.0.1,"VUDDY, MVP, AntMan",TP
CVE-2021-34538,apache@@hive,branch-3.1.2-rc0,"VUDDY, AntMan",TP
CVE-2021-34538,apache@@hive,rel/release-4.0.0-alpha-2,MVP,FP
CVE-2021-34538,apache@@hive,release-2.3.8-rc0,"MVP, AntMan",TP
CVE-2021-3513,keycloak@@keycloak,17.0.0,"VUDDY, MVP, AntMan",FP
CVE-2021-3513,keycloak@@keycloak,15.1.0,"VUDDY, MVP, AntMan",FP
CVE-2021-3513,keycloak@@keycloak,21.1.0,"MVP, AntMan",FP
CVE-2021-3513,keycloak@@keycloak,24.0.6,AntMan,FP
CVE-2021-3513,keycloak@@keycloak,17.0.0,"MVP, AntMan",FP
CVE-2021-3513,keycloak@@keycloak,11.0.1,"VUDDY, MVP, AntMan",TP
CVE-2021-3513,keycloak@@keycloak,11.0.1,AntMan,FP
CVE-2021-3513,keycloak@@keycloak,20.0.3,AntMan,FP
CVE-2021-3513,keycloak@@keycloak,10.0.1,"VUDDY, AntMan",TP
CVE-2021-3513,keycloak@@keycloak,13.0.0,"VUDDY, AntMan",TP
CVE-2021-3513,keycloak@@keycloak,19.0.3,MVP,FP
CVE-2021-3513,keycloak@@keycloak,15.0.1,VUDDY,FP
CVE-2021-3513,keycloak@@keycloak,18.0.1,VUDDY,FP
CVE-2021-3513,keycloak@@keycloak,12.0.0,,TP
CVE-2021-3513,keycloak@@keycloak,8.0.2,VUDDY,TP
CVE-2021-35515,MuntashirAkon@@AppManager,v2.6.2,"MVP, AntMan",TP
CVE-2021-35515,MuntashirAkon@@AppManager,v4.0.0-alpha02,"VUDDY, AntMan",TP
CVE-2021-35515,MuntashirAkon@@AppManager,v4.0.0-beta02,"VUDDY, AntMan",TP
CVE-2021-35515,MuntashirAkon@@AppManager,v3.1.1,"VUDDY, MVP, AntMan",TP
CVE-2021-35515,MuntashirAkon@@AppManager,v2.6.5,"VUDDY, MVP, AntMan",TP
CVE-2021-35515,MuntashirAkon@@AppManager,v3.0.0-rc04,"VUDDY, MVP, AntMan",TP
CVE-2021-35515,MuntashirAkon@@AppManager,v3.0.3,AntMan,TP
CVE-2021-35515,MuntashirAkon@@AppManager,v4.0.0-beta01,"VUDDY, AntMan",TP
CVE-2021-35515,MuntashirAkon@@AppManager,v3.0.0-alpha02,"VUDDY, AntMan",TP
CVE-2021-35515,MuntashirAkon@@AppManager,v3.1.4,"VUDDY, AntMan",TP
CVE-2021-35515,MuntashirAkon@@AppManager,v3.1.0-beta01,"VUDDY, AntMan",TP
CVE-2021-35515,MuntashirAkon@@AppManager,pre-v2.5.24,"MVP, AntMan",TP
CVE-2021-35516,TeamAmaze@@AmazeFileManager,v3.4.0,"VUDDY, MVP, AntMan",TP
CVE-2021-35516,TeamAmaze@@AmazeFileManager,v3.8.1,"VUDDY, AntMan",TP
CVE-2021-35516,TeamAmaze@@AmazeFileManager,v.3.5.0-beta1,"VUDDY, AntMan",TP
CVE-2021-35516,TeamAmaze@@AmazeFileManager,v3.7.0,"VUDDY, MVP, AntMan",TP
CVE-2021-35516,TeamAmaze@@AmazeFileManager,v3.6.0,AntMan,TP
CVE-2021-36161,apache@@dubbo,dubbo-3.1.6,AntMan,FP
CVE-2021-36161,apache@@dubbo,dubbo-2.7.15,"VUDDY, AntMan",FP
CVE-2021-36161,apache@@dubbo,dubbo-3.2.10,AntMan,FP
CVE-2021-36161,apache@@dubbo,dubbo-2.7.9,AntMan,TP
CVE-2021-36161,apache@@dubbo,dubbo-2.6.10,AntMan,FP
CVE-2021-36161,apache@@dubbo,dubbo-2.7.16,VUDDY,FP
CVE-2021-36161,apache@@dubbo,dubbo-3.0.7,"VUDDY, MVP",FP
CVE-2021-36161,apache@@dubbo,dubbo-3.0.2,VUDDY,FP
CVE-2021-36161,apache@@dubbo,dubbo-2.7.16,MVP,FP
CVE-2021-36161,apache@@dubbo,dubbo-3.2.1,MVP,FP
CVE-2021-36161,apache@@dubbo,dubbo-3.2.6,MVP,FP
CVE-2021-36161,apache@@dubbo,dubbo-2.7.15,MVP,FP
CVE-2021-36161,apache@@dubbo,dubbo-3.2.0-beta.1,MVP,FP
CVE-2021-3632,keycloak@@keycloak,8.0.2,"MVP, AntMan",TP
CVE-2021-3632,keycloak@@keycloak,24.0.6,MVP,FP
CVE-2021-3632,keycloak@@keycloak,13.0.0,"MVP, AntMan",TP
CVE-2021-3632,keycloak@@keycloak,10.0.1,AntMan,TP
CVE-2021-3632,keycloak@@keycloak,18.0.1,MVP,FP
CVE-2021-3632,keycloak@@keycloak,15.0.1,AntMan,TP
CVE-2021-3632,keycloak@@keycloak,23.0.2,MVP,FP
CVE-2021-3632,keycloak@@keycloak,19.0.3,MVP,FP
CVE-2021-3632,keycloak@@keycloak,22.0.2,MVP,FP
CVE-2021-3632,keycloak@@keycloak,12.0.0,AntMan,TP
CVE-2021-36774,apache@@kylin,kylin-4.0.2,"MVP, AntMan",FP
CVE-2021-36774,apache@@kylin,kylin-4.0.0-beta,"VUDDY, AntMan",TP
CVE-2021-36774,apache@@kylin,kylin-4.0.0,"VUDDY, AntMan",TP
CVE-2021-36774,apache@@kylin,kylin-5.0.0,MVP,FP
CVE-2021-36774,apache@@kylin,kylin-3.0.1,"VUDDY, AntMan",TP
CVE-2021-36774,apache@@kylin,kylin-3.1.1,"VUDDY, MVP",TP
CVE-2021-36774,apache@@kylin,kylin-3.1.0,"VUDDY, MVP",TP
CVE-2021-3690,undertow-io@@undertow,2.2.6.Final,AntMan,TP
CVE-2021-3690,undertow-io@@undertow,2.3.6.Final,MVP,FP
CVE-2021-3690,undertow-io@@undertow,2.0.29.Final,MVP,FP
CVE-2021-3690,undertow-io@@undertow,2.1.0.Final,AntMan,TP
CVE-2021-3690,undertow-io@@undertow,2.0.31.Final,"VUDDY, MVP, AntMan",TP
CVE-2021-3690,undertow-io@@undertow,2.2.17.Final,MVP,FP
CVE-2021-3690,undertow-io@@undertow,2.2.3.Final,AntMan,TP
CVE-2021-3690,undertow-io@@undertow,2.2.9.Final,VUDDY,TP
CVE-2021-3754,keycloak@@keycloak,26.0.1,AntMan,FP
CVE-2021-3754,keycloak@@keycloak,19.0.3,"VUDDY, AntMan",TP
CVE-2021-3754,keycloak@@keycloak,12.0.0,AntMan,TP
CVE-2021-3754,keycloak@@keycloak,13.0.0,"MVP, AntMan",TP
CVE-2021-3754,keycloak@@keycloak,8.0.2,AntMan,TP
CVE-2021-3754,keycloak@@keycloak,21.1.0,AntMan,TP
CVE-2021-3754,keycloak@@keycloak,18.0.1,"VUDDY, AntMan",TP
CVE-2021-3754,keycloak@@keycloak,17.0.0,AntMan,TP
CVE-2021-3754,keycloak@@keycloak,10.0.1,AntMan,TP
CVE-2021-3754,keycloak@@keycloak,22.0.2,"VUDDY, MVP, AntMan",TP
CVE-2021-3754,keycloak@@keycloak,20.0.3,AntMan,TP
CVE-2021-3754,keycloak@@keycloak,23.0.2,AntMan,TP
CVE-2021-3754,keycloak@@keycloak,15.1.0,"VUDDY, AntMan",TP
CVE-2021-3754,keycloak@@keycloak,15.0.1,,TP
CVE-2021-3754,keycloak@@keycloak,11.0.1,MVP,TP
CVE-2021-38294,apache@@storm,v2.3.0,AntMan,FP
CVE-2021-38294,apache@@storm,v2.7.1,MVP,FP
CVE-2021-38294,apache@@storm,v2.6.2,MVP,FP
CVE-2021-38294,apache@@storm,v2.2.0,AntMan,TP
CVE-2021-3856,keycloak@@keycloak,10.0.1,AntMan,TP
CVE-2021-3856,keycloak@@keycloak,24.0.6,"MVP, AntMan",FP
CVE-2021-3856,keycloak@@keycloak,13.0.0,"MVP, AntMan",TP
CVE-2021-3856,keycloak@@keycloak,15.1.0,MVP,FP
CVE-2021-3856,keycloak@@keycloak,11.0.1,MVP,FP
CVE-2021-3856,keycloak@@keycloak,26.0.1,MVP,FP
CVE-2021-3856,keycloak@@keycloak,15.0.1,AntMan,TP
CVE-2021-3856,keycloak@@keycloak,8.0.2,"MVP, AntMan",TP
CVE-2021-3856,keycloak@@keycloak,12.0.0,AntMan,TP
CVE-2021-3856,keycloak@@keycloak,22.0.2,MVP,FP
CVE-2021-3856,keycloak@@keycloak,21.1.0,MVP,FP
CVE-2021-3878,stanfordnlp@@CoreNLP,v4.1.0,"VUDDY, MVP, AntMan",TP
CVE-2021-3878,stanfordnlp@@CoreNLP,v4.2.0,"MVP, AntMan",TP
CVE-2021-3878,stanfordnlp@@CoreNLP,v4.5.2,MVP,FP
CVE-2021-3878,stanfordnlp@@CoreNLP,v4.5.5,MVP,FP
CVE-2021-3878,stanfordnlp@@CoreNLP,v4.0.0,"MVP, AntMan",TP
CVE-2021-3878,stanfordnlp@@CoreNLP,v4.2.1,"VUDDY, MVP, AntMan",TP
CVE-2021-3878,stanfordnlp@@CoreNLP,v4.3.0,"VUDDY, MVP, AntMan",TP
CVE-2021-4178,fabric8io@@kubernetes-client,v5.0.0-alpha-3,AntMan,FP
CVE-2021-4178,fabric8io@@kubernetes-client,v6.8.1,AntMan,FP
CVE-2021-4178,fabric8io@@kubernetes-client,v4.9.1,MVP,FP
CVE-2021-4178,fabric8io@@kubernetes-client,v6.10.0,MVP,FP
CVE-2021-4178,fabric8io@@kubernetes-client,v5.9.0,AntMan,TP
CVE-2021-4178,fabric8io@@kubernetes-client,v4.11.0,MVP,FP
CVE-2021-4178,fabric8io@@kubernetes-client,v5.2.0,"VUDDY, MVP, AntMan",TP
CVE-2021-4178,fabric8io@@kubernetes-client,v5.5.0,VUDDY,TP
CVE-2021-4178,fabric8io@@kubernetes-client,v6.12.0,MVP,FP
CVE-2021-4178,fabric8io@@kubernetes-client,v6.6.0,MVP,FP
CVE-2021-43795,line@@armeria,armeria-1.6.0,AntMan,TP
CVE-2021-43795,line@@armeria,armeria-1.20.1,MVP,FP
CVE-2021-43795,line@@armeria,armeria-0.98.0,"VUDDY, MVP, AntMan",TP
CVE-2021-43795,line@@armeria,armeria-1.10.0,"VUDDY, MVP, AntMan",TP
CVE-2021-43795,line@@armeria,armeria-1.13.3,AntMan,TP
CVE-2021-43795,line@@armeria,armeria-1.15.0,MVP,FP
CVE-2021-43795,line@@armeria,armeria-1.0.0,AntMan,TP
CVE-2021-43795,line@@armeria,armeria-0.99.5,MVP,TP
CVE-2021-43795,line@@armeria,armeria-1.3.0,VUDDY,TP
CVE-2021-43797,netty@@netty,netty-4.1.55.Final,"VUDDY, AntMan",TP
CVE-2021-43797,netty@@netty,netty-4.1.70.Final,"VUDDY, AntMan",TP
CVE-2021-43797,netty@@netty,netty-4.1.45.Final,"VUDDY, AntMan",TP
CVE-2021-43797,netty@@netty,netty-5.0.0.Alpha2,"MVP, AntMan",FP
CVE-2021-43797,netty@@netty,netty-4.2.0.RC1,MVP,FP
CVE-2021-43797,netty@@netty,netty-4.1.52.Final,"VUDDY, AntMan",TP
CVE-2021-43797,netty@@netty,netty-4.1.49.Final,"VUDDY, MVP, AntMan",TP
CVE-2021-43797,netty@@netty,netty-4.1.66.Final,"VUDDY, MVP, AntMan",TP
CVE-2021-43797,netty@@netty,netty-4.1.60.Final,"VUDDY, AntMan",TP
CVE-2021-44139,alibaba@@Sentinel,1.7.2,AntMan,FP
CVE-2021-44139,alibaba@@Sentinel,1.8.4,MVP,FP
CVE-2021-44139,alibaba@@Sentinel,2.0.0-alpha,MVP,FP
CVE-2021-44139,alibaba@@Sentinel,1.8.2,"VUDDY, AntMan",TP
CVE-2021-44521,apache@@cassandra,cassandra-4.0.5,AntMan,FP
CVE-2021-44521,apache@@cassandra,cassandra-2.2.17,MVP,FP
CVE-2021-44521,apache@@cassandra,cassandra-3.0.24,"VUDDY, AntMan",TP
CVE-2021-44521,apache@@cassandra,cassandra-2.2.16,MVP,FP
CVE-2021-44521,apache@@cassandra,cassandra-4.0.12,MVP,FP
CVE-2021-44521,apache@@cassandra,cassandra-3.0.26,MVP,FP
CVE-2021-44521,apache@@cassandra,cassandra-4.0.0,,TP
CVE-2021-44521,apache@@cassandra,cassandra-3.0.28,MVP,FP
CVE-2021-44550,stanfordnlp@@CoreNLP,v4.5.6,AntMan,FP
CVE-2021-44550,stanfordnlp@@CoreNLP,v4.0.0,"MVP, AntMan",TP
CVE-2021-44550,stanfordnlp@@CoreNLP,v4.2.1,"VUDDY, MVP, AntMan",TP
CVE-2021-44550,stanfordnlp@@CoreNLP,v4.5.0,MVP,FP
CVE-2021-44550,stanfordnlp@@CoreNLP,v4.1.0,"VUDDY, AntMan",TP
CVE-2021-44550,stanfordnlp@@CoreNLP,v4.2.0,"VUDDY, MVP, AntMan",TP
CVE-2021-44550,stanfordnlp@@CoreNLP,v4.3.0,"VUDDY, MVP, AntMan",TP
CVE-2021-44667,alibaba@@nacos,2.0.2,"MVP, AntMan",FP
CVE-2021-44667,alibaba@@nacos,1.4.0-BETA,AntMan,FP
CVE-2021-44667,alibaba@@nacos,2.0.0-BETA,MVP,FP
CVE-2021-44667,alibaba@@nacos,1.4.5,MVP,FP
CVE-2021-44667,alibaba@@nacos,2.0.4,MVP,FP
CVE-2021-44791,apache@@druid,druid-26.0.0-rc1,AntMan,FP
CVE-2021-44791,apache@@druid,druid-0.22.1-rc1,"VUDDY, AntMan",TP
CVE-2021-44791,apache@@druid,druid-0.20.0-rc1,"VUDDY, AntMan",TP
CVE-2021-44791,apache@@druid,druid-0.17.1,AntMan,TP
CVE-2021-44791,apache@@druid,druid-0.21.1-rc1,,TP
CVE-2021-45458,apache@@kylin,kylin-4.0.2,"MVP, AntMan",FP
CVE-2021-45458,apache@@kylin,kylin-4.0.4,AntMan,FP
CVE-2021-45458,apache@@kylin,kylin-3.0.1,"MVP, AntMan",TP
CVE-2021-45458,apache@@kylin,kylin-4.0.0-beta,MVP,FP
CVE-2021-45458,apache@@kylin,kylin-4.0.3,MVP,FP
CVE-2021-45458,apache@@kylin,kylin-5.0.0-alpha,VUDDY,FP
CVE-2021-45458,apache@@kylin,kylin-3.1.0,"MVP, AntMan",TP
CVE-2021-45458,apache@@kylin,kylin-3.1.1,"MVP, AntMan",TP
CVE-2021-45458,apache@@kylin,kylin-5.0.0-beta,VUDDY,FP
CVE-2022-0198,stanfordnlp@@CoreNLP,v4.2.1,AntMan,TP
CVE-2022-0198,stanfordnlp@@CoreNLP,v4.5.6,MVP,FP
CVE-2022-0198,stanfordnlp@@CoreNLP,v4.2.0,AntMan,TP
CVE-2022-0198,stanfordnlp@@CoreNLP,v4.3.0,"VUDDY, AntMan",TP
CVE-2022-0198,stanfordnlp@@CoreNLP,v4.0.0,"VUDDY, MVP",TP
CVE-2022-0198,stanfordnlp@@CoreNLP,v4.1.0,"VUDDY, MVP",TP
CVE-2022-0198,stanfordnlp@@CoreNLP,v4.5.0,MVP,FP
CVE-2022-0219,skylot@@jadx,v1.4.6,MVP,FP
CVE-2022-0265,hazelcast@@hazelcast,v5.1.4,MVP,FP
CVE-2022-0265,hazelcast@@hazelcast,v4.1.4,MVP,FP
CVE-2022-0265,hazelcast@@hazelcast,v5.1.6,MVP,FP
CVE-2022-0265,hazelcast@@hazelcast,v5.3.7,MVP,FP
CVE-2022-0265,hazelcast@@hazelcast,v4.0.6,"VUDDY, AntMan",TP
CVE-2022-0265,hazelcast@@hazelcast,v4.1.4,"VUDDY, MVP, AntMan",TP
CVE-2022-0265,hazelcast@@hazelcast,v3.12.11,"VUDDY, AntMan",TP
CVE-2022-0265,hazelcast@@hazelcast,v4.1.6,AntMan,TP
CVE-2022-0265,hazelcast@@hazelcast,v4.1.2,,TP
CVE-2022-0538,jenkinsci@@jenkins,jenkins-2.426.3-rc,AntMan,FP
CVE-2022-0538,jenkinsci@@jenkins,jenkins-2.440.3,AntMan,FP
CVE-2022-0538,jenkinsci@@jenkins,jenkins-2.289.3,"VUDDY, AntMan",TP
CVE-2022-0538,jenkinsci@@jenkins,jenkins-2.204.2,AntMan,TP
CVE-2022-0538,jenkinsci@@jenkins,jenkins-2.479.2-rc,MVP,FP
CVE-2022-0538,jenkinsci@@jenkins,jenkins-2.375.4,MVP,FP
CVE-2022-0538,jenkinsci@@jenkins,jenkins-2.277.3,"VUDDY, AntMan",TP
CVE-2022-0538,jenkinsci@@jenkins,jenkins-2.249.1,"VUDDY, MVP, AntMan",TP
CVE-2022-0538,jenkinsci@@jenkins,2.361.1-rc,MVP,FP
CVE-2022-0538,jenkinsci@@jenkins,jenkins-2.303.3,"VUDDY, AntMan",TP
CVE-2022-0538,jenkinsci@@jenkins,jenkins-2.414.2,MVP,FP
CVE-2022-0538,jenkinsci@@jenkins,jenkins-2.346.1-rc,MVP,FP
CVE-2022-0538,jenkinsci@@jenkins,jenkins-2.263.2,"VUDDY, AntMan",TP
CVE-2022-0538,jenkinsci@@jenkins,jenkins-2.452.4,MVP,FP
CVE-2022-0538,jenkinsci@@jenkins,jenkins-2.222.4,AntMan,TP
CVE-2022-0538,jenkinsci@@jenkins,jenkins-2.319.3,MVP,FP
CVE-2022-0839,liquibase@@liquibase,liquibase-bigquery-4.5.0,"MVP, AntMan",TP
CVE-2022-0839,liquibase@@liquibase,v3.8.5,AntMan,TP
CVE-2022-0839,liquibase@@liquibase,v4.0.0-beta1,"MVP, AntMan",TP
CVE-2022-0839,liquibase@@liquibase,v4.26.0,MVP,FP
CVE-2022-0839,liquibase@@liquibase,v4.28.0,MVP,FP
CVE-2022-0839,liquibase@@liquibase,v4.24.0,MVP,FP
CVE-2022-0839,liquibase@@liquibase,v4.29.2,MVP,FP
CVE-2022-0839,liquibase@@liquibase,v3.10.2,AntMan,TP
CVE-2022-0839,liquibase@@liquibase,v4.3.1,AntMan,TP
CVE-2022-0839,liquibase@@liquibase,v4.23.0,MVP,FP
CVE-2022-0839,liquibase@@liquibase,v4.15.0,MVP,FP
CVE-2022-0839,liquibase@@liquibase,v4.7.0,"VUDDY, MVP, AntMan",TP
CVE-2022-0839,liquibase@@liquibase,v4.2.0,"VUDDY, AntMan",TP
CVE-2022-0839,liquibase@@liquibase,v4.18.0,MVP,FP
CVE-2022-0839,liquibase@@liquibase,v4.4.0,VUDDY,TP
CVE-2022-0981,quarkusio@@quarkus,3.17.1,AntMan,FP
CVE-2022-0981,quarkusio@@quarkus,3.8.6,AntMan,FP
CVE-2022-0981,quarkusio@@quarkus,3.7.4,MVP,FP
CVE-2022-1231,plantuml@@plantuml,v1.2021.12,AntMan,TP
CVE-2022-1231,plantuml@@plantuml,v1.2020.0,AntMan,TP
CVE-2022-1231,plantuml@@plantuml,v1.2020.21,AntMan,TP
CVE-2022-1231,plantuml@@plantuml,v1.2021.8,AntMan,TP
CVE-2022-1231,plantuml@@plantuml,v1.2020.7,AntMan,TP
CVE-2022-1231,plantuml@@plantuml,v1.2024.5,MVP,FP
CVE-2022-1231,plantuml@@plantuml,v1.2020.16,AntMan,TP
CVE-2022-1231,plantuml@@plantuml,v1.2023.3,MVP,FP
CVE-2022-1231,plantuml@@plantuml,v1.2021.2,AntMan,TP
CVE-2022-1231,plantuml@@plantuml,v1.2022.0,AntMan,TP
CVE-2022-1231,plantuml@@plantuml,v1.2022.7,MVP,FP
CVE-2022-1245,keycloak@@keycloak,22.0.2,AntMan,FP
CVE-2022-1245,keycloak@@keycloak,8.0.2,"VUDDY, AntMan",TP
CVE-2022-1245,keycloak@@keycloak,20.0.3,"MVP, AntMan",FP
CVE-2022-1245,keycloak@@keycloak,15.1.0,"VUDDY, MVP, AntMan",TP
CVE-2022-1245,keycloak@@keycloak,13.0.0,"VUDDY, AntMan",TP
CVE-2022-1245,keycloak@@keycloak,15.0.1,"VUDDY, AntMan",TP
CVE-2022-1245,keycloak@@keycloak,17.0.0,"VUDDY, MVP, AntMan",TP
CVE-2022-1245,keycloak@@keycloak,11.0.1,"VUDDY, AntMan",TP
CVE-2022-1245,keycloak@@keycloak,18.0.1,MVP,FP
CVE-2022-1245,keycloak@@keycloak,10.0.1,"MVP, AntMan",TP
CVE-2022-1245,keycloak@@keycloak,12.0.0,"VUDDY, AntMan",TP
CVE-2022-1245,keycloak@@keycloak,21.1.0,MVP,FP
CVE-2022-1259,undertow-io@@undertow,2.0.31.Final,"MVP, AntMan",TP
CVE-2022-1259,undertow-io@@undertow,2.0.29.Final,AntMan,TP
CVE-2022-1259,undertow-io@@undertow,2.3.14.Final,MVP,FP
CVE-2022-1259,undertow-io@@undertow,2.2.13.Final,AntMan,TP
CVE-2022-1259,undertow-io@@undertow,2.2.3.Final,AntMan,TP
CVE-2022-1259,undertow-io@@undertow,2.2.17.Final,AntMan,TP
CVE-2022-1259,undertow-io@@undertow,2.3.8.Final,MVP,FP
CVE-2022-1259,undertow-io@@undertow,2.2.9.Final,AntMan,TP
CVE-2022-1259,undertow-io@@undertow,2.1.0.Final,,TP
CVE-2022-1259,undertow-io@@undertow,2.2.6.Final,,TP
CVE-2022-1438,keycloak@@keycloak,22.0.2,AntMan,FP
CVE-2022-1438,keycloak@@keycloak,24.0.2,AntMan,FP
CVE-2022-1438,keycloak@@keycloak,24.0.6,"MVP, AntMan",FP
CVE-2022-1438,keycloak@@keycloak,23.0.2,MVP,FP
CVE-2022-1438,keycloak@@keycloak,10.0.1,"MVP, AntMan",TP
CVE-2022-1438,keycloak@@keycloak,15.0.1,AntMan,TP
CVE-2022-1438,keycloak@@keycloak,13.0.0,AntMan,TP
CVE-2022-1438,keycloak@@keycloak,11.0.1,"MVP, AntMan",TP
CVE-2022-1438,keycloak@@keycloak,15.1.0,MVP,FP
CVE-2022-1438,keycloak@@keycloak,8.0.2,AntMan,TP
CVE-2022-1438,keycloak@@keycloak,19.0.3,MVP,FP
CVE-2022-1438,keycloak@@keycloak,12.0.0,"VUDDY, MVP, AntMan",TP
CVE-2022-1438,keycloak@@keycloak,26.0.1,MVP,FP
CVE-2022-1466,keycloak@@keycloak,10.0.1,"MVP, AntMan",TP
CVE-2022-1466,keycloak@@keycloak,23.0.2,"MVP, AntMan",FP
CVE-2022-1466,keycloak@@keycloak,8.0.2,"MVP, AntMan",TP
CVE-2022-1466,keycloak@@keycloak,12.0.0,AntMan,TP
CVE-2022-1466,keycloak@@keycloak,15.0.1,"VUDDY, AntMan",TP
CVE-2022-1466,keycloak@@keycloak,17.0.0,AntMan,TP
CVE-2022-1466,keycloak@@keycloak,15.1.0,"VUDDY, AntMan",TP
CVE-2022-1466,keycloak@@keycloak,13.0.0,"VUDDY, AntMan",TP
CVE-2022-1466,keycloak@@keycloak,19.0.3,MVP,FP
CVE-2022-1466,keycloak@@keycloak,24.0.2,MVP,FP
CVE-2022-20612,jenkinsci@@jenkins,jenkins-2.440.3,AntMan,FP
CVE-2022-20612,jenkinsci@@jenkins,jenkins-2.204.2,"VUDDY, MVP, AntMan",TP
CVE-2022-20612,jenkinsci@@jenkins,jenkins-2.452.4,"MVP, AntMan",FP
CVE-2022-20612,jenkinsci@@jenkins,jenkins-2.277.3,"MVP, AntMan",TP
CVE-2022-20612,jenkinsci@@jenkins,jenkins-2.263.2,AntMan,TP
CVE-2022-20612,jenkinsci@@jenkins,jenkins-2.319.3,MVP,FP
CVE-2022-20612,jenkinsci@@jenkins,jenkins-2.249.1,"VUDDY, AntMan",TP
CVE-2022-20612,jenkinsci@@jenkins,jenkins-2.222.4,AntMan,TP
CVE-2022-20612,jenkinsci@@jenkins,jenkins-2.289.3,"VUDDY, AntMan",TP
CVE-2022-20612,jenkinsci@@jenkins,jenkins-2.303.3,"MVP, AntMan",TP
CVE-2022-21700,micronaut-projects@@micronaut-core,v4.7.8,"MVP, AntMan",FP
CVE-2022-21700,micronaut-projects@@micronaut-core,v4.6.5,"MVP, AntMan",FP
CVE-2022-21700,micronaut-projects@@micronaut-core,v1.3.5,AntMan,TP
CVE-2022-21700,micronaut-projects@@micronaut-core,v2.5.8,"VUDDY, AntMan",TP
CVE-2022-21700,micronaut-projects@@micronaut-core,v1.2.9,AntMan,TP
CVE-2022-21700,micronaut-projects@@micronaut-core,v3.8.5,MVP,FP
CVE-2022-21700,micronaut-projects@@micronaut-core,v3.8.5,VUDDY,FP
CVE-2022-21700,micronaut-projects@@micronaut-core,v3.7.4,MVP,FP
CVE-2022-21700,micronaut-projects@@micronaut-core,v3.5.4,VUDDY,FP
CVE-2022-21700,micronaut-projects@@micronaut-core,v3.1.1,"VUDDY, MVP, AntMan",TP
CVE-2022-21700,micronaut-projects@@micronaut-core,v2.2.2,"MVP, AntMan",TP
CVE-2022-21700,micronaut-projects@@micronaut-core,v3.7.4,"VUDDY, MVP",FP
CVE-2022-21700,micronaut-projects@@micronaut-core,v4.1.2,MVP,FP
CVE-2022-21700,micronaut-projects@@micronaut-core,v2.4.2,"VUDDY, AntMan",TP
CVE-2022-21700,micronaut-projects@@micronaut-core,v2.0.2,"MVP, AntMan",TP
CVE-2022-21700,micronaut-projects@@micronaut-core,v4.0.0-M4,VUDDY,FP
CVE-2022-21700,micronaut-projects@@micronaut-core,v4.2.1,MVP,FP
CVE-2022-21700,micronaut-projects@@micronaut-core,v3.4.3,VUDDY,FP
CVE-2022-21700,micronaut-projects@@micronaut-core,v3.3.0-M1,"VUDDY, MVP",FP
CVE-2022-2191,jetty@@jetty.project,jetty-12.0.16,"MVP, AntMan",TP
CVE-2022-2191,jetty@@jetty.project,jetty-10.0.0,"VUDDY, MVP, AntMan",TP
CVE-2022-2191,jetty@@jetty.project,jetty-12.0.7,"VUDDY, MVP, AntMan",TP
CVE-2022-2191,jetty@@jetty.project,jetty-10.0.6,"VUDDY, AntMan",TP
CVE-2022-2191,jetty@@jetty.project,jetty-12.0.10,AntMan,TP
CVE-2022-2191,jetty@@jetty.project,jetty-12.0.4,"VUDDY, AntMan",TP
CVE-2022-2191,jetty@@jetty.project,jetty-12.0.13,"VUDDY, MVP, AntMan",TP
CVE-2022-2191,jetty@@jetty.project,jetty-10.0.15,"MVP, AntMan",TP
CVE-2022-2191,jetty@@jetty.project,jetty-10.0.2,"VUDDY, AntMan",TP
CVE-2022-2191,jetty@@jetty.project,jetty-10.0.10,"VUDDY, AntMan",TP
CVE-2022-2191,jetty@@jetty.project,jetty-10.0.7,"VUDDY, AntMan",TP
CVE-2022-2191,jetty@@jetty.project,jetty-10.0.8,"VUDDY, AntMan",TP
