CVE,commit_file_location,git_repo_location,work_dir
CVE-2020-35518,/path/to/commit_info/389ds@@389-ds-base/CVE-2020-35518_b6aae4d8e7c8a6ddd21646f94fef1bf7f22c3f32.diff,/path/to/signature/repo/389ds@@389-ds-base,/path/to/work
CVE-2020-15173,/path/to/commit_info/accel-ppp@@accel-ppp/CVE-2020-15173_2324bcd5ba12cf28f47357a8f03cd41b7c04c52b.diff,/path/to/signature/repo/accel-ppp@@accel-ppp,/path/to/work
CVE-2020-14147,/path/to/commit_info/antirez@@redis/CVE-2020-14147_ef764dde1cca2f25d00686673d1bc89448819571.diff,/path/to/signature/repo/antirez@@redis,/path/to/work
CVE-2020-12607,/path/to/commit_info/AntonKueltz@@fastecdsa/CVE-2020-12607_e592f106edd5acf6dacedfab2ad16fe6c735c9d1.diff,/path/to/signature/repo/AntonKueltz@@fastecdsa,/path/to/work
CVE-2021-25939,/path/to/commit_info/arangodb@@arangodb/CVE-2021-25939_d7b35a6884c6b2802d34d79fb2a79fb2c9ec2175.diff,/path/to/signature/repo/arangodb@@arangodb,/path/to/work
CVE-2021-25940,/path/to/commit_info/arangodb@@arangodb/CVE-2021-25940_e9c6ee9dcca7b9b4fbcd02a0b323d205bee838d3.diff,/path/to/signature/repo/arangodb@@arangodb,/path/to/work
CVE-2021-3889,/path/to/commit_info/bfabiszewski@@libmobi/CVE-2021-3889_bec783e6212439a335ba6e8df7ab8ed610ca9a21.diff,/path/to/signature/repo/bfabiszewski@@libmobi,/path/to/work
CVE-2020-27153,/path/to/commit_info/bluez@@bluez/CVE-2020-27153_1cd644db8c23a2f530ddb93cebed7dacc5f5721a.diff,/path/to/signature/repo/bluez@@bluez,/path/to/work
CVE-2021-3658,/path/to/commit_info/bluez@@bluez/CVE-2021-3658_b497b5942a8beb8f89ca1c359c54ad67ec843055.diff,/path/to/signature/repo/bluez@@bluez,/path/to/work
CVE-2021-45005,/path/to/commit_info/ccxvii@@mujs/CVE-2021-45005_df8559e7bdbc6065276e786217eeee70f28fce66.diff,/path/to/signature/repo/ccxvii@@mujs,/path/to/work
CVE-2021-3660,/path/to/commit_info/cockpit-project@@cockpit/CVE-2021-3660_8d9bc10d8128aae03dfde62fd00075fe492ead10.diff,/path/to/signature/repo/cockpit-project@@cockpit,/path/to/work
CVE-2020-11722,/path/to/commit_info/crawl@@crawl/CVE-2020-11722_768f60da87a3fa0b5561da5ade9309577c176d04.diff,/path/to/signature/repo/crawl@@crawl,/path/to/work
CVE-2021-22901,/path/to/commit_info/curl@@curl/CVE-2021-22901_7f4a9a9b2a49547eae24d2e19bc5c346e9026479.diff,/path/to/signature/repo/curl@@curl,/path/to/work
CVE-2020-36279,/path/to/commit_info/DanBloomberg@@leptonica/CVE-2020-36279_3c18c43b6a3f753f0dfff99610d46ad46b8bfac4.diff,/path/to/signature/repo/DanBloomberg@@leptonica,/path/to/work
CVE-2020-26272,/path/to/commit_info/electron@@electron/CVE-2020-26272_07a1c2a3e5845901f7e2eda9506695be58edc73c.diff,/path/to/signature/repo/electron@@electron,/path/to/work
CVE-2020-15174,/path/to/commit_info/electron@@electron/CVE-2020-15174_18613925610ba319da7f497b6deed85ad712c59b.diff,/path/to/signature/repo/electron@@electron,/path/to/work
CVE-2020-20740,/path/to/commit_info/enferex@@pdfresurrect/CVE-2020-20740_1b422459f07353adce2878806d5247d9e91fb397.diff,/path/to/signature/repo/enferex@@pdfresurrect,/path/to/work
CVE-2021-43825,/path/to/commit_info/envoyproxy@@envoy/CVE-2021-43825_148de954ed3585d8b4298b424aa24916d0de6136.diff,/path/to/signature/repo/envoyproxy@@envoy,/path/to/work
CVE-2021-43826,/path/to/commit_info/envoyproxy@@envoy/CVE-2021-43826_ce0ae309057a216aba031aff81c445c90c6ef145.diff,/path/to/signature/repo/envoyproxy@@envoy,/path/to/work
CVE-2021-24028,/path/to/commit_info/facebook@@fbthrift/CVE-2021-24028_bfda1efa547dce11a38592820916db01b05b9339.diff,/path/to/signature/repo/facebook@@fbthrift,/path/to/work
CVE-2021-24036,/path/to/commit_info/facebook@@folly/CVE-2021-24036_4f304af1411e68851bdd00ef6140e9de4616f7d3.diff,/path/to/signature/repo/facebook@@folly,/path/to/work
CVE-2020-1912,/path/to/commit_info/facebook@@hermes/CVE-2020-1912_091835377369c8fd5917d9b87acffa721ad2a168.diff,/path/to/signature/repo/facebook@@hermes,/path/to/work
CVE-2020-1914,/path/to/commit_info/facebook@@hermes/CVE-2020-1914_b2021df620824627f5a8c96615edbd1eb7fdddfc.diff,/path/to/signature/repo/facebook@@hermes,/path/to/work
CVE-2020-1898,/path/to/commit_info/facebook@@hhvm/CVE-2020-1898_1746dfb11fc0048366f34669e74318b8278a684c.diff,/path/to/signature/repo/facebook@@hhvm,/path/to/work
CVE-2021-24025,/path/to/commit_info/facebook@@hhvm/CVE-2021-24025_08193b7f0cd3910256e00d599f0f3eb2519c44ca.diff,/path/to/signature/repo/facebook@@hhvm,/path/to/work
CVE-2020-1916,/path/to/commit_info/facebook@@hhvm/CVE-2020-1916_abe0b29e4d3a610f9bc920b8be4ad8403364c2d4.diff,/path/to/signature/repo/facebook@@hhvm,/path/to/work
CVE-2020-1900,/path/to/commit_info/facebook@@hhvm/CVE-2020-1900_c1c4bb0cf9e076aafaf4ff3515556ef9faf906f3.diff,/path/to/signature/repo/facebook@@hhvm,/path/to/work
CVE-2021-43860,/path/to/commit_info/flatpak@@flatpak/CVE-2021-43860_ba818f504c926baaf6e362be8159cfacf994310e.diff,/path/to/signature/repo/flatpak@@flatpak,/path/to/work
CVE-2020-4030,/path/to/commit_info/FreeRDP@@FreeRDP/CVE-2020-4030_05cd9ea2290d23931f615c1b004d4b2e69074e27.diff,/path/to/signature/repo/FreeRDP@@FreeRDP,/path/to/work
CVE-2020-11089,/path/to/commit_info/FreeRDP@@FreeRDP/CVE-2020-11089_6b485b146a1b9d6ce72dfd7b5f36456c166e7a16.diff,/path/to/signature/repo/FreeRDP@@FreeRDP,/path/to/work
CVE-2020-11097,/path/to/commit_info/FreeRDP@@FreeRDP/CVE-2020-11097_58a3122250d54de3a944c487776bcd4d1da4721e.diff,/path/to/signature/repo/FreeRDP@@FreeRDP,/path/to/work
CVE-2020-11095,/path/to/commit_info/FreeRDP@@FreeRDP/CVE-2020-11095_733ee3208306b1ea32697b356c0215180fc3f049.diff,/path/to/signature/repo/FreeRDP@@FreeRDP,/path/to/work
CVE-2020-11048,/path/to/commit_info/FreeRDP@@FreeRDP/CVE-2020-11048_9301bfe730c66180263248b74353daa99f5a969b.diff,/path/to/signature/repo/FreeRDP@@FreeRDP,/path/to/work
CVE-2020-11096,/path/to/commit_info/FreeRDP@@FreeRDP/CVE-2020-11096_b8beb55913471952f92770c90c372139d78c16c0.diff,/path/to/signature/repo/FreeRDP@@FreeRDP,/path/to/work
CVE-2020-11085,/path/to/commit_info/FreeRDP@@FreeRDP/CVE-2020-11085_b73143cf7ee5fe4cdabcbf56908aa15d8a883821.diff,/path/to/signature/repo/FreeRDP@@FreeRDP,/path/to/work
CVE-2020-11086,/path/to/commit_info/FreeRDP@@FreeRDP/CVE-2020-11086_c098f21fdaadca57ff649eee1674f6cc321a2ec4.diff,/path/to/signature/repo/FreeRDP@@FreeRDP,/path/to/work
CVE-2020-11046,/path/to/commit_info/FreeRDP@@FreeRDP/CVE-2020-11046_ed53cd148f43cbab905eaa0f5308c2bf3c48cc37.diff,/path/to/signature/repo/FreeRDP@@FreeRDP,/path/to/work
CVE-2021-32020,/path/to/commit_info/FreeRTOS@@FreeRTOS-Kernel/CVE-2021-32020_c7a9a01c94987082b223d3e59969ede64363da63.diff,/path/to/signature/repo/FreeRTOS@@FreeRTOS-Kernel,/path/to/work
CVE-2021-21300,/path/to/commit_info/git@@git/CVE-2021-21300_684dd4c2b414bcf648505e74498a608f28de4592.diff,/path/to/signature/repo/git@@git,/path/to/work
CVE-2020-11008,/path/to/commit_info/git@@git/CVE-2020-11008_c44088ecc4b0722636e0a305f9608d3047197282.diff,/path/to/signature/repo/git@@git,/path/to/work
CVE-2020-14976,/path/to/commit_info/GNS3@@ubridge/CVE-2020-14976_2eb0d1dab6a6de76cf3556130a2d52af101077db.diff,/path/to/signature/repo/GNS3@@ubridge,/path/to/work
CVE-2021-40574,/path/to/commit_info/gpac@@gpac/CVE-2021-40574_30ac5e5236b790accd1f25347eebf2dc8c6c1bcb.diff,/path/to/signature/repo/gpac@@gpac,/path/to/work
CVE-2021-30022,/path/to/commit_info/gpac@@gpac/CVE-2021-30022_51cdb67ff7c5f1242ac58c5aa603ceaf1793b788.diff,/path/to/signature/repo/gpac@@gpac,/path/to/work
CVE-2021-32439,/path/to/commit_info/gpac@@gpac/CVE-2021-32439_77ed81c069e10b3861d88f72e1c6be1277ee7eae.diff,/path/to/signature/repo/gpac@@gpac,/path/to/work
CVE-2021-32134,/path/to/commit_info/gpac@@gpac/CVE-2021-32134_328c6d682698fdb9878dbb4f282963d42c538c01.diff,/path/to/signature/repo/gpac@@gpac,/path/to/work
CVE-2021-40592,/path/to/commit_info/gpac@@gpac/CVE-2021-40592_71460d72ec07df766dab0a4d52687529f3efcf0a.diff,/path/to/signature/repo/gpac@@gpac,/path/to/work
CVE-2021-40566,/path/to/commit_info/gpac@@gpac/CVE-2021-40566_96047e0e6166407c40cc19f4e94fb35cd7624391.diff,/path/to/signature/repo/gpac@@gpac,/path/to/work
CVE-2021-31262,/path/to/commit_info/gpac@@gpac/CVE-2021-31262_b2eab95e07cb5819375a50358d4806a8813b6e50.diff,/path/to/signature/repo/gpac@@gpac,/path/to/work
CVE-2021-40564,/path/to/commit_info/gpac@@gpac/CVE-2021-40564_cf6771c857eb9a290e2c19ddacfdd3ed98b27618.diff,/path/to/signature/repo/gpac@@gpac,/path/to/work
CVE-2021-32139,/path/to/commit_info/gpac@@gpac/CVE-2021-32139_d527325a9b72218612455a534a508f9e1753f76e.diff,/path/to/signature/repo/gpac@@gpac,/path/to/work
CVE-2021-31258,/path/to/commit_info/gpac@@gpac/CVE-2021-31258_ebfa346eff05049718f7b80041093b4c5581c24e.diff,/path/to/signature/repo/gpac@@gpac,/path/to/work
CVE-2021-40568,/path/to/commit_info/gpac@@gpac/CVE-2021-40568_f1ae01d745200a258cdf62622f71754c37cb6c30.diff,/path/to/signature/repo/gpac@@gpac,/path/to/work
CVE-2021-43848,/path/to/commit_info/h2o@@h2o/CVE-2021-43848_8c0eca3.diff,/path/to/signature/repo/h2o@@h2o,/path/to/work
CVE-2021-45931,/path/to/commit_info/harfbuzz@@harfbuzz/CVE-2021-45931_d3e09bf4654fe5478b6dbf2b26ebab6271317d81.diff,/path/to/signature/repo/harfbuzz@@harfbuzz,/path/to/work
CVE-2021-39212,/path/to/commit_info/ImageMagick@@ImageMagick/CVE-2021-39212_35893e7cad78ce461fcaffa56076c11700ba5e4e.diff,/path/to/signature/repo/ImageMagick@@ImageMagick,/path/to/work
CVE-2020-5208,/path/to/commit_info/ipmitool@@ipmitool/CVE-2020-5208_e824c23316ae50beb7f7488f2055ac65e8b341f2.diff,/path/to/signature/repo/ipmitool@@ipmitool,/path/to/work
CVE-2021-23521,/path/to/commit_info/juce-framework@@JUCE/CVE-2021-23521_2e874e80cba0152201aff6a4d0dc407997d10a7f.diff,/path/to/signature/repo/juce-framework@@JUCE,/path/to/work
CVE-2021-31616,/path/to/commit_info/keepkey@@keepkey-firmware/CVE-2021-31616_e49d45594002d4d3fbc1f03488e6dfc0a0a65836.diff,/path/to/signature/repo/keepkey@@keepkey-firmware,/path/to/work
CVE-2020-28196,/path/to/commit_info/krb5@@krb5/CVE-2020-28196_57415dda6cf04e73ffc3723be518eddfae599bfd.diff,/path/to/signature/repo/krb5@@krb5,/path/to/work
CVE-2021-4076,/path/to/commit_info/latchset@@tang/CVE-2021-4076_e82459fda10f0630c3414ed2afbc6320bb9ea7c9.diff,/path/to/signature/repo/latchset@@tang,/path/to/work
CVE-2021-32435,/path/to/commit_info/leesavide@@abcm2ps/CVE-2021-32435_3169ace6d63f6f517a64e8df0298f44a490c4a15.diff,/path/to/signature/repo/leesavide@@abcm2ps,/path/to/work
CVE-2020-21674,/path/to/commit_info/libarchive@@libarchive/CVE-2020-21674_4f085eea879e2be745f4d9bf57e8513ae48157f4.diff,/path/to/signature/repo/libarchive@@libarchive,/path/to/work
CVE-2020-13112,/path/to/commit_info/libexif@@libexif/CVE-2020-13112_435e21f05001fb03f9f186fa7cbc69454afd00d1.diff,/path/to/signature/repo/libexif@@libexif,/path/to/work
CVE-2020-13113,/path/to/commit_info/libexif@@libexif/CVE-2020-13113_ec412aa4583ad71ecabb967d3c77162760169d1f.diff,/path/to/signature/repo/libexif@@libexif,/path/to/work
CVE-2021-3622,/path/to/commit_info/libguestfs@@hivex/CVE-2021-3622_771728218dac2fbf6997a7e53225e75a4c6b7255.diff,/path/to/signature/repo/libguestfs@@hivex,/path/to/work
CVE-2021-46822,/path/to/commit_info/libjpeg-turbo@@libjpeg-turbo/CVE-2021-46822_f35fd27ec641c42d6b115bfa595e483ec58188d2.diff,/path/to/signature/repo/libjpeg-turbo@@libjpeg-turbo,/path/to/work
CVE-2020-15503,/path/to/commit_info/LibRaw@@LibRaw/CVE-2020-15503_20ad21c0d87ca80217aee47533d91e633ce1864d.diff,/path/to/signature/repo/LibRaw@@LibRaw,/path/to/work
CVE-2021-33657,/path/to/commit_info/libsdl-org@@SDL/CVE-2021-33657_8c91cf7dba5193f5ce12d06db1336515851c9ee9.diff,/path/to/signature/repo/libsdl-org@@SDL,/path/to/work
CVE-2020-14397,/path/to/commit_info/LibVNC@@libvncserver/CVE-2020-14397_38e98ee61d74f5f5ab4aa4c77146faad1962d6d0.diff,/path/to/signature/repo/LibVNC@@libvncserver,/path/to/work
CVE-2020-14398,/path/to/commit_info/LibVNC@@libvncserver/CVE-2020-14398_57433015f856cc12753378254ce4f1c78f5d9c7b.diff,/path/to/signature/repo/LibVNC@@libvncserver,/path/to/work
CVE-2020-11684,/path/to/commit_info/linux4sam@@at91bootstrap/CVE-2020-11684_45419497309ffbf27c17ea7938499aca99168927.diff,/path/to/signature/repo/linux4sam@@at91bootstrap,/path/to/work
CVE-2021-46225,/path/to/commit_info/LoicMarechal@@libMeshb/CVE-2021-46225_8cd68c54e0647c0030ae4506a225ad4a2655c316.diff,/path/to/signature/repo/LoicMarechal@@libMeshb,/path/to/work
CVE-2020-11068,/path/to/commit_info/Lora-net@@LoRaMac-node/CVE-2020-11068_e3063a91daa7ad8a687223efa63079f0c24568e4.diff,/path/to/signature/repo/Lora-net@@LoRaMac-node,/path/to/work
CVE-2020-24371,/path/to/commit_info/lua@@lua/CVE-2020-24371_a6da1472c0c5e05ff249325f979531ad51533110.diff,/path/to/signature/repo/lua@@lua,/path/to/work
CVE-2020-24370,/path/to/commit_info/lua@@lua/CVE-2020-24370_a585eae6e7ada1ca9271607a4f48dfb17868ab7b.diff,/path/to/signature/repo/lua@@lua,/path/to/work
CVE-2020-15945,/path/to/commit_info/lua@@lua/CVE-2020-15945_a2195644d89812e5b157ce7bac35543e06db05e3.diff,/path/to/signature/repo/lua@@lua,/path/to/work
CVE-2020-15888,/path/to/commit_info/lua@@lua/CVE-2020-15888_eb41999461b6f428186c55abd95f4ce1a76217d5.diff,/path/to/signature/repo/lua@@lua,/path/to/work
CVE-2021-23206,/path/to/commit_info/michaelrsweet@@htmldoc/CVE-2021-23206_ba61a3ece382389ae4482c7027af8b32e8ab4cc8.diff,/path/to/signature/repo/michaelrsweet@@htmldoc,/path/to/work
CVE-2020-12887,/path/to/commit_info/mjurczak@@mbed-coap/CVE-2020-12887_4647a68e364401e81dbd370728127d844f221d93.diff,/path/to/signature/repo/mjurczak@@mbed-coap,/path/to/work
CVE-2020-24619,/path/to/commit_info/mltframework@@shotcut/CVE-2020-24619_f008adc039642307f6ee3378d378cdb842e52c1d.diff,/path/to/signature/repo/mltframework@@shotcut,/path/to/work
CVE-2021-4110,/path/to/commit_info/mruby@@mruby/CVE-2021-4110_f5e10c5a79a17939af763b1dcf5232ce47e24a34.diff,/path/to/signature/repo/mruby@@mruby,/path/to/work
CVE-2020-26759,/path/to/commit_info/mymarilyn@@clickhouse-driver/CVE-2020-26759_3e990547e064b8fca916b23a0f7d6fe8c63c7f6b.diff,/path/to/signature/repo/mymarilyn@@clickhouse-driver,/path/to/work
CVE-2020-14954,/path/to/commit_info/neomutt@@neomutt/CVE-2020-14954_fb013ec666759cb8a9e294347c7b4c1f597639cc.diff,/path/to/signature/repo/neomutt@@neomutt,/path/to/work
CVE-2020-27638,/path/to/commit_info/NeoRaider@@fastd/CVE-2020-27638_737925113363b6130879729cdff9ccc46c33eaea.diff,/path/to/signature/repo/NeoRaider@@fastd,/path/to/work
CVE-2020-15861,/path/to/commit_info/net-snmp@@net-snmp/CVE-2020-15861_4fd9a450444a434a993bc72f7c3486ccce41f602.diff,/path/to/signature/repo/net-snmp@@net-snmp,/path/to/work
CVE-2020-5210,/path/to/commit_info/NetHack@@NetHack/CVE-2020-5210_f3def5c0b999478da2d0a8f0b6a7c370a2065f77.diff,/path/to/signature/repo/NetHack@@NetHack,/path/to/work
CVE-2020-11080,/path/to/commit_info/nghttp2@@nghttp2/CVE-2020-11080_336a98feb0d56b9ac54e12736b18785c27f75090.diff,/path/to/signature/repo/nghttp2@@nghttp2,/path/to/work
CVE-2021-3618,/path/to/commit_info/nginx@@nginx/CVE-2021-3618_173f16f736c10eae46cd15dd861b04b82d91a37a.diff,/path/to/signature/repo/nginx@@nginx,/path/to/work
CVE-2021-46463,/path/to/commit_info/nginx@@njs/CVE-2021-46463_6a40a85ff239497c6458c7dbef18f6a2736fe992.diff,/path/to/signature/repo/nginx@@njs,/path/to/work
CVE-2021-36082,/path/to/commit_info/ntop@@nDPI/CVE-2021-36082_1ec621c85b9411cc611652fd57a892cfef478af3.diff,/path/to/signature/repo/ntop@@nDPI,/path/to/work
CVE-2020-15474,/path/to/commit_info/ntop@@nDPI/CVE-2020-15474_23594f036536468072198a57c59b6e9d63caf6ce.diff,/path/to/signature/repo/ntop@@nDPI,/path/to/work
CVE-2021-45098,/path/to/commit_info/OISF@@suricata/CVE-2021-45098_50e2b973eeec7172991bf8f544ab06fb782b97df.diff,/path/to/signature/repo/OISF@@suricata,/path/to/work
CVE-2021-45462,/path/to/commit_info/open5gs@@open5gs/CVE-2021-45462_a0f2535cb5a29bba6dbbccdb90c74ccd770cc700.diff,/path/to/signature/repo/open5gs@@open5gs,/path/to/work
CVE-2021-44109,/path/to/commit_info/open5gs@@open5gs/CVE-2021-44109_d919b2744cd05abae043490f0a3dd1946c1ccb8c.diff,/path/to/signature/repo/open5gs@@open5gs,/path/to/work
CVE-2020-36429,/path/to/commit_info/open62541@@open62541/CVE-2020-36429_c800e2987b10bb3af6ef644b515b5d6392f8861d.diff,/path/to/signature/repo/open62541@@open62541,/path/to/work
CVE-2021-43784,/path/to/commit_info/opencontainers@@runc/CVE-2021-43784_9c444070ec7bb83995dbc0185da68284da71c554.diff,/path/to/signature/repo/opencontainers@@runc,/path/to/work
CVE-2020-15224,/path/to/commit_info/openenclave@@openenclave/CVE-2020-15224_bcac8e7acb514429fee9e0b5d0c7a0308fd4d76b.diff,/path/to/signature/repo/openenclave@@openenclave,/path/to/work
CVE-2021-42341,/path/to/commit_info/OpenRC@@openrc/CVE-2021-42341_63db2d99e730547339d1bdd28e8437999c380cae.diff,/path/to/signature/repo/OpenRC@@openrc,/path/to/work
CVE-2020-11724,/path/to/commit_info/openresty@@lua-nginx-module/CVE-2020-11724_9ab38e8ee35fc08a57636b1b6190dca70b0076fa.diff,/path/to/signature/repo/openresty@@lua-nginx-module,/path/to/work
CVE-2021-42782,/path/to/commit_info/OpenSC@@OpenSC/CVE-2021-42782_456ac566.diff,/path/to/signature/repo/OpenSC@@OpenSC,/path/to/work
CVE-2021-28041,/path/to/commit_info/openssh@@openssh-portable/CVE-2021-28041_e04fd6dde16de1cdc5a4d9946397ff60d96568db.diff,/path/to/signature/repo/openssh@@openssh-portable,/path/to/work
CVE-2020-26273,/path/to/commit_info/osquery@@osquery/CVE-2020-26273_c3f9a3dae22d43ed3b4f6a403cbf89da4cba7c3c.diff,/path/to/signature/repo/osquery@@osquery,/path/to/work
CVE-2020-8597,/path/to/commit_info/paulusmack@@ppp/CVE-2020-8597_8d7970b8f3db727fe798b65f3377fe6787575426.diff,/path/to/signature/repo/paulusmack@@ppp,/path/to/work
CVE-2020-22873,/path/to/commit_info/pcmacdon@@jsish/CVE-2020-22873_430ea27accd4d4ffddc946c9402e7c9064835a18.diff,/path/to/signature/repo/pcmacdon@@jsish,/path/to/work
CVE-2020-22874,/path/to/commit_info/pcmacdon@@jsish/CVE-2020-22874_858da537bde4de9d8c92466d5a866505310bc328.diff,/path/to/signature/repo/pcmacdon@@jsish,/path/to/work
CVE-2020-22875,/path/to/commit_info/pcmacdon@@jsish/CVE-2020-22875_5408a6d93f45bf1f7acd9ae5d44e0ebd77379e98.diff,/path/to/signature/repo/pcmacdon@@jsish,/path/to/work
CVE-2020-10878,/path/to/commit_info/perl@@perl5/CVE-2020-10878_0a320d753fe7fca03df259a4dfd8e641e51edaa8.diff,/path/to/signature/repo/perl@@perl5,/path/to/work
CVE-2020-12723,/path/to/commit_info/perl@@perl5/CVE-2020-12723_66bbb51b93253a3f87d11c2695cfb7bdb782184a.diff,/path/to/signature/repo/perl@@perl5,/path/to/work
CVE-2021-41141,/path/to/commit_info/pjsip@@pjproject/CVE-2021-41141_1aa2c0e0fb60a1b0bf793e0d834073ffe50fb196.diff,/path/to/signature/repo/pjsip@@pjproject,/path/to/work
CVE-2020-15260,/path/to/commit_info/pjsip@@pjproject/CVE-2020-15260_67e46c1ac45ad784db5b9080f5ed8b133c122872.diff,/path/to/signature/repo/pjsip@@pjproject,/path/to/work
CVE-2021-32686,/path/to/commit_info/pjsip@@pjproject/CVE-2021-32686_d5f95aa066f878b0aef6a64e60b61e8626e664cd.diff,/path/to/signature/repo/pjsip@@pjproject,/path/to/work
CVE-2021-23214,/path/to/commit_info/postgres@@postgres/CVE-2021-23214_28e24125541545483093819efae9bca603441951.diff,/path/to/signature/repo/postgres@@postgres,/path/to/work
CVE-2021-36148,/path/to/commit_info/projectacrn@@acrn-hypervisor/CVE-2021-36148_25c0e3817eb332660dd63d1d4522e63dcc94e79a.diff,/path/to/signature/repo/projectacrn@@acrn-hypervisor,/path/to/work
CVE-2020-13848,/path/to/commit_info/pupnp@@pupnp/CVE-2020-13848_c805c1de1141cb22f74c0d94dd5664bda37398e0.diff,/path/to/signature/repo/pupnp@@pupnp,/path/to/work
CVE-2020-5311,/path/to/commit_info/python-pillow@@Pillow/CVE-2020-5311_a79b65c47c7dc6fe623aadf09aa6192fc54548f3.diff,/path/to/signature/repo/python-pillow@@Pillow,/path/to/work
CVE-2021-36978,/path/to/commit_info/qpdf@@qpdf/CVE-2021-36978_dc92574c10f3e2516ec6445b88c5d584f40df4e5.diff,/path/to/signature/repo/qpdf@@qpdf,/path/to/work
CVE-2021-45930,/path/to/commit_info/qt@@qtsvg/CVE-2021-45930_36cfd9efb9b22b891adee9c48d30202289cfa620.diff,/path/to/signature/repo/qt@@qtsvg,/path/to/work
CVE-2020-15121,/path/to/commit_info/radareorg@@radare2/CVE-2020-15121_04edfa82c1f3fa2bc3621ccdad2f93bdbf00e4f9.diff,/path/to/signature/repo/radareorg@@radare2,/path/to/work
CVE-2021-32613,/path/to/commit_info/radareorg@@radare2/CVE-2021-32613_5e16e2d1c9fe245e4c17005d779fde91ec0b9c05.diff,/path/to/signature/repo/radareorg@@radare2,/path/to/work
CVE-2021-32672,/path/to/commit_info/redis@@redis/CVE-2021-32672_6ac3c0b7abd35f37201ed2d6298ecef4ea1ae1dd.diff,/path/to/signature/repo/redis@@redis,/path/to/work
CVE-2021-32626,/path/to/commit_info/redis@@redis/CVE-2021-32626_666ed7facf4524bf6d19b11b20faa2cf93fdf591.diff,/path/to/signature/repo/redis@@redis,/path/to/work
CVE-2021-32675,/path/to/commit_info/redis@@redis/CVE-2021-32675_5674b0057ff2903d43eaff802017eddf37c360f8.diff,/path/to/signature/repo/redis@@redis,/path/to/work
CVE-2021-32687,/path/to/commit_info/redis@@redis/CVE-2021-32687_a30d367a71b7017581cf1ca104242a3c644dec0f.diff,/path/to/signature/repo/redis@@redis,/path/to/work
CVE-2021-21309,/path/to/commit_info/redis@@redis/CVE-2021-21309_c992857618db99776917f10bf4f2345a5fdc78b0.diff,/path/to/signature/repo/redis@@redis,/path/to/work
CVE-2021-32628,/path/to/commit_info/redis@@redis/CVE-2021-32628_f6a40570fa63d5afdd596c78083d754081d80ae3.diff,/path/to/signature/repo/redis@@redis,/path/to/work
CVE-2020-36316,/path/to/commit_info/relic-toolkit@@relic/CVE-2020-36316_76c9a1fdf19d9e92e566a77376673e522aae9f80.diff,/path/to/signature/repo/relic-toolkit@@relic,/path/to/work
CVE-2021-43814,/path/to/commit_info/rizinorg@@rizin/CVE-2021-43814_aa6917772d2f32e5a7daab25a46c72df0b5ea406.diff,/path/to/signature/repo/rizinorg@@rizin,/path/to/work
CVE-2021-20271,/path/to/commit_info/rpm-software-management@@rpm/CVE-2021-20271_d6a86b5e69e46cc283b1e06c92343319beb42e21.diff,/path/to/signature/repo/rpm-software-management@@rpm,/path/to/work
CVE-2021-46389,/path/to/commit_info/ruven@@iipsrv/CVE-2021-46389_882925b295a80ec992063deffc2a3b0d803c3195.diff,/path/to/signature/repo/ruven@@iipsrv,/path/to/work
CVE-2020-21049,/path/to/commit_info/saitoha@@libsixel/CVE-2020-21049_0b1e0b3f7b44233f84e5c9f512f8c90d6bbbe33d.diff,/path/to/signature/repo/saitoha@@libsixel,/path/to/work
CVE-2021-36087,/path/to/commit_info/SELinuxProject@@selinux/CVE-2021-36087_340f0eb7f3673e8aacaf0a96cbfcd4d12a405521.diff,/path/to/signature/repo/SELinuxProject@@selinux,/path/to/work
CVE-2021-36218,/path/to/commit_info/skalenetwork@@sgxwallet/CVE-2021-36218_77425c862ad20cd270d42c54f3d63e1eb4e02195.diff,/path/to/signature/repo/skalenetwork@@sgxwallet,/path/to/work
CVE-2020-27208,/path/to/commit_info/solokeys@@solo/CVE-2020-27208_a9c02cd354f34b48195a342c7f524abdef5cbcec.diff,/path/to/signature/repo/solokeys@@solo,/path/to/work
CVE-2020-26247,/path/to/commit_info/sparklemotion@@nokogiri/CVE-2020-26247_9c87439d9afa14a365ff13e73adc809cb2c3d97b.diff,/path/to/signature/repo/sparklemotion@@nokogiri,/path/to/work
CVE-2020-11945,/path/to/commit_info/squid-cache@@squid/CVE-2020-11945_eeebf0f37a72a2de08348e85ae34b02c34e9a811.diff,/path/to/signature/repo/squid-cache@@squid,/path/to/work
CVE-2021-3623,/path/to/commit_info/stefanberger@@libtpms/CVE-2021-3623_2f30d62.diff,/path/to/signature/repo/stefanberger@@libtpms,/path/to/work
CVE-2020-19498,/path/to/commit_info/strukturag@@libheif/CVE-2020-19498_2710c930918609caaf0a664e9c7bc3dce05d5b58.diff,/path/to/signature/repo/strukturag@@libheif,/path/to/work
CVE-2020-19497,/path/to/commit_info/tbeu@@matio/CVE-2020-19497_5fa49ef9fc4368fe3d19b5fdaa36d8fa5e7f4606.diff,/path/to/signature/repo/tbeu@@matio,/path/to/work
CVE-2020-15201,/path/to/commit_info/tensorflow@@tensorflow/CVE-2020-15201_3cbb917b4714766030b28eba9fb41bb97ce9ee02.diff,/path/to/signature/repo/tensorflow@@tensorflow,/path/to/work
CVE-2021-29566,/path/to/commit_info/tensorflow@@tensorflow/CVE-2021-29566_3f6fe4dfef6f57e768260b48166c27d148f3015f.diff,/path/to/signature/repo/tensorflow@@tensorflow,/path/to/work
